,date,open
1068,2017-05-08,61.07
1069,2017-05-09,60.58
1070,2017-05-10,60.88
1071,2017-05-11,60.45
1072,2017-05-12,60.28
1073,2017-05-15,60.42
1074,2017-05-16,60.68
1075,2017-05-17,59.97
1076,2017-05-18,59.73
1077,2017-05-19,59.94
1078,2017-05-22,61.03
1079,2017-05-23,61.4
1080,2017-05-24,61.4
1081,2017-05-25,62.01
1082,2017-05-26,63.01
1083,2017-05-30,63.07
1084,2017-05-31,63.27
1085,2017-06-01,63.51
1086,2017-06-02,63.88
1087,2017-06-05,64.85
1088,2017-06-06,64.22
1089,2017-06-07,64.13
1090,2017-06-08,63.44
1091,2017-06-09,62.37
1092,2017-06-12,61.8
1093,2017-06-13,61.12
1094,2017-06-14,60.67
1095,2017-06-15,59.92
1096,2017-06-16,59.89
1097,2017-06-19,60.35
1098,2017-06-20,60.98
1099,2017-06-21,60.0
1100,2017-06-22,60.09
1101,2017-06-23,59.76
1102,2017-06-26,60.02
1103,2017-06-27,59.54
1104,2017-06-28,59.06
1105,2017-06-29,59.17
1106,2017-06-30,58.68
1107,2017-07-03,58.9
1108,2017-07-05,58.43
1109,2017-07-06,57.8
1110,2017-07-07,57.79
1111,2017-07-10,58.18
1112,2017-07-11,57.91
1113,2017-07-12,58.21
1114,2017-07-13,58.8
1115,2017-07-14,58.4
1116,2017-07-17,58.73
1117,2017-07-18,58.12
1118,2017-07-19,58.15
1119,2017-07-20,58.41
1120,2017-07-21,57.92
1121,2017-07-24,58.0
1122,2017-07-25,58.215
1123,2017-07-26,58.8
1124,2017-07-27,58.25
1125,2017-07-28,55.23
1126,2017-07-31,54.48
1127,2017-08-01,54.57
1128,2017-08-02,54.75
1129,2017-08-03,55.64
1130,2017-08-04,55.97
1131,2017-08-07,55.6
1132,2017-08-08,55.55
1133,2017-08-09,54.43
1134,2017-08-10,53.52
1135,2017-08-11,53.05
1136,2017-08-14,53.6
1137,2017-08-15,53.41
1138,2017-08-16,53.26
1139,2017-08-17,53.32
1140,2017-08-18,52.92
1141,2017-08-21,53.14
1142,2017-08-22,53.49
1143,2017-08-23,53.96
1144,2017-08-24,54.26
1145,2017-08-25,54.62
1146,2017-08-28,54.54
1147,2017-08-29,54.04
1148,2017-08-30,54.04
1149,2017-08-31,54.68
1150,2017-09-01,54.9
1151,2017-09-05,54.95
1152,2017-09-06,55.12
1153,2017-09-07,54.42
1154,2017-09-08,53.39
1155,2017-09-11,53.79
1156,2017-09-12,53.98
1157,2017-09-13,53.55
1158,2017-09-14,54.38
1159,2017-09-15,54.44
1160,2017-09-18,54.8
1161,2017-09-19,54.84
1162,2017-09-20,54.58
1163,2017-09-21,55.05
1164,2017-09-22,55.05
1165,2017-09-25,54.98
1166,2017-09-26,55.06
1167,2017-09-27,55.25
1168,2017-09-28,54.81
1169,2017-09-29,54.31
1170,2017-10-02,53.86
1171,2017-10-03,54.0
1172,2017-10-04,54.12
1173,2017-10-05,54.06
1174,2017-10-06,54.51
1175,2017-10-09,55.37
1176,2017-10-10,55.1
1177,2017-10-11,55.46
1178,2017-10-12,55.67
1179,2017-10-13,56.0
1180,2017-10-16,55.67
1181,2017-10-17,54.86
1182,2017-10-18,54.46
1183,2017-10-19,55.08
1184,2017-10-20,55.31
1185,2017-10-23,54.77
1186,2017-10-24,54.37
1187,2017-10-25,54.24
1188,2017-10-26,54.5
1189,2017-10-27,54.83
1190,2017-10-30,54.79
1191,2017-10-31,55.16
1192,2017-11-01,55.1
1193,2017-11-02,55.15
1194,2017-11-03,54.16
1195,2017-11-06,55.99
1196,2017-11-07,56.33
1197,2017-11-08,57.03
1198,2017-11-09,57.2
1199,2017-11-10,57.36
1200,2017-11-13,56.81
1201,2017-11-14,56.47
1202,2017-11-15,56.82
1203,2017-11-16,56.92
1204,2017-11-17,57.24
1205,2017-11-20,56.67
1206,2017-11-21,56.96
1207,2017-11-22,57.07
1208,2017-11-24,57.19
1209,2017-11-27,56.83
1210,2017-11-28,56.03
1211,2017-11-29,56.71
1212,2017-11-30,57.64
1213,2017-12-01,57.5
1214,2017-12-04,57.54
1215,2017-12-05,59.25
1216,2017-12-06,59.38
1217,2017-12-07,59.12
1218,2017-12-08,58.52
1219,2017-12-11,58.39
1220,2017-12-12,58.99
1221,2017-12-13,59.44
1222,2017-12-14,59.73
1223,2017-12-15,59.25
1224,2017-12-18,58.44
1225,2017-12-19,58.13
1226,2017-12-20,58.22
1227,2017-12-21,57.94
1228,2017-12-22,57.57
1229,2017-12-26,57.27
1230,2017-12-27,57.19
1231,2017-12-28,57.47
1232,2017-12-29,57.74
1233,2018-01-02,57.95
1234,2018-01-03,57.93
1235,2018-01-04,58.99
1236,2018-01-05,59.25
1237,2018-01-08,59.48
1238,2018-01-09,59.2
1239,2018-01-10,59.24
1240,2018-01-11,59.76
1241,2018-01-12,60.4
1242,2018-01-16,60.33
1243,2018-01-17,61.0
1244,2018-01-18,61.43
1245,2018-01-19,61.21
1246,2018-01-22,61.04
1247,2018-01-23,61.32
1248,2018-01-24,61.51
1249,2018-01-25,61.03
1250,2018-01-26,57.94
1251,2018-01-29,57.55
1252,2018-01-30,56.96
1253,2018-01-31,57.23
1254,2018-02-01,56.28
1255,2018-02-02,55.9
1256,2018-02-05,55.53
1257,2018-02-06,53.685
1258,2018-02-07,55.08
